NAME,median_income,per_capita_income,gini_index,pop_below_poverty,total_population,avg_household_size,no_vehicle_households,total_households,total_workers,transit_commuters,bike_commuters,walk_commuters,wfh_commuters,mean_travel_time,state,county,tract,pct_no_vehicle,pct_transit,pct_bike,pct_walk,pct_wfh,pct_poverty,GEOID
Census Tract 2164.02; Los Angeles County; California,94079,59557.0,0.4376,236,2404,1.98,145,1214,1306,8,11,91,248,1058,06,037,216402,11.9,0.6,0.8,7.0,19.0,9.8,06037216402
Census Tract 2167; Los Angeles County; California,104948,69777.0,0.4914,408,3440,2.05,169,1614,2014,93,0,36,307,1707,06,037,216700,10.5,4.6,0.0,1.8,15.2,11.9,06037216700
Census Tract 2168; Los Angeles County; California,125241,73323.0,0.4637,136,3324,2.35,78,1413,2091,161,34,8,480,1611,06,037,216800,5.5,7.7,1.6,0.4,23.0,4.1,06037216800
Census Tract 2169.01; Los Angeles County; California,111696,70802.0,0.4446,244,2687,2.05,54,1289,1496,36,0,0,485,1011,06,037,216901,4.2,2.4,0.0,0.0,32.4,9.1,06037216901
Census Tract 2169.02; Los Angeles County; California,65893,70876.0,0.6001,580,2227,1.76,112,1187,1183,17,0,52,257,926,06,037,216902,9.4,1.4,0.0,4.4,21.7,26.0,06037216902
Census Tract 2170.01; Los Angeles County; California,123462,59183.0,0.426,118,2647,2.72,105,972,1235,6,15,47,259,976,06,037,217001,10.8,0.5,1.2,3.8,21.0,4.5,06037217001
Census Tract 2170.02; Los Angeles County; California,110278,54548.0,0.4927,453,4859,2.51,155,1904,2604,24,9,111,511,2093,06,037,217002,8.1,0.9,0.3,4.3,19.6,9.3,06037217002
Census Tract 2171.01; Los Angeles County; California,83125,36982.0,0.3909,408,2518,2.82,106,890,1094,141,0,1,83,1011,06,037,217101,11.9,12.9,0.0,0.1,7.6,16.2,06037217101
Census Tract 2171.02; Los Angeles County; California,100063,55785.0,0.4458,269,2667,2.16,125,1232,1671,126,9,64,298,1373,06,037,217102,10.1,7.5,0.5,3.8,17.8,10.1,06037217102
Census Tract 2172; Los Angeles County; California,79028,51495.0,0.5305,442,3839,2.27,184,1686,2093,247,0,24,376,1717,06,037,217200,10.9,11.8,0.0,1.1,18.0,11.5,06037217200
Census Tract 2181.10; Los Angeles County; California,43990,27350.0,0.491,797,3521,2.78,209,1247,1592,196,0,25,132,1460,06,037,218110,16.8,12.3,0.0,1.6,8.3,22.6,06037218110
Census Tract 2181.20; Los Angeles County; California,50606,24804.0,0.504,839,3684,2.74,280,1284,1575,239,0,0,61,1514,06,037,218120,21.8,15.2,0.0,0.0,3.9,22.8,06037218120
Census Tract 2182.10; Los Angeles County; California,55614,25797.0,0.4179,592,4090,3.14,235,1222,2124,351,0,87,167,1957,06,037,218210,19.2,16.5,0.0,4.1,7.9,14.5,06037218210
Census Tract 2182.20; Los Angeles County; California,69028,42035.0,0.5043,472,3858,2.61,201,1461,2151,259,0,0,289,1862,06,037,218220,13.8,12.0,0.0,0.0,13.4,12.2,06037218220
Census Tract 2183; Los Angeles County; California,63971,38070.0,0.4363,727,4933,2.27,199,2166,2829,272,20,0,482,2347,06,037,218300,9.2,9.6,0.7,0.0,17.0,14.7,06037218300
Census Tract 2184; Los Angeles County; California,86006,34069.0,0.4117,455,4079,3.02,146,1331,2284,260,9,0,211,2073,06,037,218400,11.0,11.4,0.4,0.0,9.2,11.2,06037218400
Census Tract 2185; Los Angeles County; California,66489,38332.0,0.5266,631,2784,2.85,132,970,1524,197,0,8,70,1454,06,037,218500,13.6,12.9,0.0,0.5,4.6,22.7,06037218500
Census Tract 2186; Los Angeles County; California,75466,36103.0,0.3846,316,3102,2.69,105,1103,1746,90,26,31,207,1539,06,037,218600,9.5,5.2,1.5,1.8,11.9,10.2,06037218600
Census Tract 2187.01; Los Angeles County; California,54936,35762.0,0.486,394,2079,2.43,148,838,1024,136,0,7,220,804,06,037,218701,17.7,13.3,0.0,0.7,21.5,19.0,06037218701
Census Tract 2187.02; Los Angeles County; California,52891,21401.0,0.4332,501,2627,3.06,74,848,1098,210,0,7,101,997,06,037,218702,8.7,19.1,0.0,0.6,9.2,19.1,06037218702
Census Tract 2188; Los Angeles County; California,50011,25299.0,0.4596,625,2664,2.7,59,961,1123,75,0,0,81,1042,06,037,218800,6.1,6.7,0.0,0.0,7.2,23.5,06037218800
Census Tract 2189; Los Angeles County; California,51094,29960.0,0.5028,1263,5229,2.37,319,2149,2355,245,39,67,181,2174,06,037,218900,14.8,10.4,1.7,2.8,7.7,24.2,06037218900
Census Tract 2190.10; Los Angeles County; California,74643,33928.0,0.4514,397,3023,2.96,97,1018,1485,120,0,23,248,1237,06,037,219010,9.5,8.1,0.0,1.5,16.7,13.1,06037219010
Census Tract 2190.20; Los Angeles County; California,73214,26592.0,0.452,1360,4625,3.65,120,1250,1932,217,0,35,222,1710,06,037,219020,9.6,11.2,0.0,1.8,11.5,29.4,06037219020
Census Tract 2193; Los Angeles County; California,51500,26778.0,0.3889,685,3664,2.6,67,1400,1772,115,0,8,151,1621,06,037,219300,4.8,6.5,0.0,0.5,8.5,18.7,06037219300
Census Tract 2195; Los Angeles County; California,110865,51981.0,0.4584,87,2053,2.5,85,820,1047,88,0,0,229,818,06,037,219500,10.4,8.4,0.0,0.0,21.9,4.2,06037219500
Census Tract 2197; Los Angeles County; California,60618,27170.0,0.4322,792,4479,3.34,104,1330,2256,84,0,0,163,2093,06,037,219700,7.8,3.7,0.0,0.0,7.2,17.7,06037219700
Census Tract 2198; Los Angeles County; California,68450,31289.0,0.4036,328,3048,3.18,100,957,1653,156,47,0,92,1561,06,037,219800,10.4,9.4,2.8,0.0,5.6,10.8,06037219800
Census Tract 2199.01; Los Angeles County; California,61157,26874.0,0.4428,597,4944,3.21,192,1535,2507,376,26,0,84,2423,06,037,219901,12.5,15.0,1.0,0.0,3.4,12.1,06037219901
Census Tract 2199.02; Los Angeles County; California,82750,35944.0,0.4403,455,3514,3.0,91,1173,1807,260,0,9,123,1684,06,037,219902,7.8,14.4,0.0,0.5,6.8,12.9,06037219902
Census Tract 2200; Los Angeles County; California,45682,44491.0,0.5665,1214,4460,2.04,305,2174,2084,175,0,11,255,1829,06,037,220000,14.0,8.4,0.0,0.5,12.2,27.2,06037220000
Census Tract 2201; Los Angeles County; California,62813,44531.0,0.5272,216,2583,2.33,200,1108,1116,44,12,18,134,982,06,037,220100,18.1,3.9,1.1,1.6,12.0,8.4,06037220100
Census Tract 2211.10; Los Angeles County; California,46717,21156.0,0.4454,774,3161,2.88,273,1041,1383,576,0,0,124,1259,06,037,221110,26.2,41.6,0.0,0.0,9.0,24.5,06037221110
Census Tract 2211.20; Los Angeles County; California,47026,19936.0,0.4805,859,2922,3.73,165,775,1411,290,25,33,71,1340,06,037,221120,21.3,20.6,1.8,2.3,5.0,29.4,06037221120
Census Tract 2212.10; Los Angeles County; California,66014,26004.0,0.4198,427,3095,3.54,115,868,1527,215,0,7,263,1264,06,037,221210,13.2,14.1,0.0,0.5,17.2,13.8,06037221210
Census Tract 2212.20; Los Angeles County; California,57563,23463.0,0.4452,613,2979,3.19,175,924,1442,261,10,40,119,1323,06,037,221220,18.9,18.1,0.7,2.8,8.3,20.6,06037221220
Census Tract 2213.02; Los Angeles County; California,34655,20603.0,0.5344,973,3681,3.06,290,1160,1753,440,11,8,148,1605,06,037,221302,25.0,25.1,0.6,0.5,8.4,26.4,06037221302
Census Tract 2213.03; Los Angeles County; California,48445,20493.0,0.4423,734,2611,3.43,199,725,1211,413,0,26,70,1141,06,037,221303,27.4,34.1,0.0,2.1,5.8,28.1,06037221303
Census Tract 2213.04; Los Angeles County; California,51237,21198.0,0.4435,555,3674,3.06,166,1157,1392,225,93,11,32,1360,06,037,221304,14.3,16.2,6.7,0.8,2.3,15.1,06037221304
Census Tract 2214.01; Los Angeles County; California,36490,22451.0,0.4336,656,3341,2.4,208,1182,1342,115,0,0,72,1270,06,037,221401,17.6,8.6,0.0,0.0,5.4,19.6,06037221401
Census Tract 2214.02; Los Angeles County; California,53125,27549.0,0.5044,652,3063,3.04,194,935,1208,72,0,13,100,1108,06,037,221402,20.7,6.0,0.0,1.1,8.3,21.3,06037221402
Census Tract 2215; Los Angeles County; California,34047,18965.0,0.4887,1217,3513,3.17,331,1089,1608,90,18,82,87,1521,06,037,221500,30.4,5.6,1.1,5.1,5.4,34.6,06037221500
Census Tract 2216.01; Los Angeles County; California,51833,24539.0,0.5066,834,3354,3.34,219,990,1794,253,0,129,155,1639,06,037,221601,22.1,14.1,0.0,7.2,8.6,24.9,06037221601
Census Tract 2216.02; Los Angeles County; California,52614,23255.0,0.3837,441,2455,2.84,142,864,1370,271,0,21,47,1323,06,037,221602,16.4,19.8,0.0,1.5,3.4,18.0,06037221602
Census Tract 2217.10; Los Angeles County; California,48466,21709.0,0.4717,950,2890,3.12,279,921,1342,129,0,122,139,1203,06,037,221710,30.3,9.6,0.0,9.1,10.4,32.9,06037221710
Census Tract 2218.10; Los Angeles County; California,32168,19786.0,0.5764,1240,2679,2.9,253,907,1265,158,0,228,137,1128,06,037,221810,27.9,12.5,0.0,18.0,10.8,46.3,06037221810
Census Tract 2218.20; Los Angeles County; California,24266,17622.0,0.6047,1020,2335,2.08,294,967,908,53,21,214,257,651,06,037,221820,30.4,5.8,2.3,23.6,28.3,43.7,06037221820
Census Tract 2219; Los Angeles County; California,28500,12297.0,0.5504,1463,4281,2.89,336,948,1568,92,15,508,349,1219,06,037,221900,35.4,5.9,1.0,32.4,22.3,34.2,06037221900
Census Tract 2220.01; Los Angeles County; California,85417,30987.0,0.4287,584,3139,3.23,96,950,1647,130,0,32,167,1480,06,037,222001,10.1,7.9,0.0,1.9,10.1,18.6,06037222001
Census Tract 2220.02; Los Angeles County; California,67928,24661.0,0.434,1054,5172,3.66,237,1409,2328,361,0,17,152,2176,06,037,222002,16.8,15.5,0.0,0.7,6.5,20.4,06037222002
Census Tract 2221; Los Angeles County; California,69464,25043.0,0.4372,544,4058,3.44,144,1175,1907,329,0,13,120,1787,06,037,222100,12.3,17.3,0.0,0.7,6.3,13.4,06037222100
Census Tract 2222; Los Angeles County; California,46988,27300.0,0.4924,708,3895,3.0,187,1291,1842,175,0,85,227,1615,06,037,222200,14.5,9.5,0.0,4.6,12.3,18.2,06037222200
Census Tract 2225; Los Angeles County; California,78814,25357.0,0.4309,739,4616,3.91,96,1177,2119,281,0,126,97,2022,06,037,222500,8.2,13.3,0.0,5.9,4.6,16.0,06037222500
Census Tract 2226; Los Angeles County; California,44886,21681.0,0.5184,2240,5668,3.32,305,1679,2376,227,20,198,368,2008,06,037,222600,18.2,9.6,0.8,8.3,15.5,39.5,06037222600
Census Tract 2227; Los Angeles County; California,-666666666,14744.0,0.4143,276,4094,3.19,36,151,1438,32,12,774,274,1164,06,037,222700,23.8,2.2,0.8,53.8,19.1,6.7,06037222700
Census Tract 2240.10; Los Angeles County; California,43396,39341.0,0.5301,832,3137,1.81,622,1710,1837,229,0,243,88,1749,06,037,224010,36.4,12.5,0.0,13.2,4.8,26.5,06037224010
Census Tract 2240.20; Los Angeles County; California,31897,17518.0,0.4861,921,2633,2.86,364,914,1149,217,7,201,40,1109,06,037,224020,39.8,18.9,0.6,17.5,3.5,35.0,06037224020
Census Tract 2242; Los Angeles County; California,51202,19807.0,0.4445,482,2429,3.22,219,750,1019,253,8,104,25,994,06,037,224200,29.2,24.8,0.8,10.2,2.5,19.8,06037224200
Census Tract 2243.10; Los Angeles County; California,53182,19827.0,0.4065,535,1964,3.2,138,584,933,177,0,48,102,831,06,037,224310,23.6,19.0,0.0,5.1,10.9,27.2,06037224310
Census Tract 2243.20; Los Angeles County; California,30332,14991.0,0.5111,1278,3300,2.97,334,1107,1459,305,0,40,65,1394,06,037,224320,30.2,20.9,0.0,2.7,4.5,38.7,06037224320
Census Tract 2244.10; Los Angeles County; California,34018,23472.0,0.5782,1075,3029,2.61,272,1109,1439,319,3,187,90,1349,06,037,224410,24.5,22.2,0.2,13.0,6.3,35.5,06037224410
Census Tract 2244.20; Los Angeles County; California,25164,16239.0,0.4666,821,2449,2.5,295,878,1050,245,8,91,113,937,06,037,224420,33.6,23.3,0.8,8.7,10.8,33.5,06037224420
Census Tract 2246; Los Angeles County; California,46250,17548.0,0.4043,667,3037,3.61,208,772,1375,355,0,87,82,1293,06,037,224600,26.9,25.8,0.0,6.3,6.0,22.0,06037224600
Census Tract 2247.01; Los Angeles County; California,37310,14816.0,0.5948,456,2613,2.61,129,333,851,64,3,388,129,722,06,037,224701,38.7,7.5,0.4,45.6,15.2,17.5,06037224701
Census Tract 2247.02; Los Angeles County; California,11609,9802.0,0.6036,1142,2646,2.22,323,714,980,47,11,422,129,851,06,037,224702,45.2,4.8,1.1,43.1,13.2,43.2,06037224702
Census Tract 2260.01; Los Angeles County; California,38458,15398.0,0.3845,557,2188,3.75,131,577,1062,157,0,54,135,927,06,037,226001,22.7,14.8,0.0,5.1,12.7,25.5,06037226001
Census Tract 2260.02; Los Angeles County; California,42833,43473.0,0.5432,683,1960,1.62,533,1194,1168,145,75,133,326,842,06,037,226002,44.6,12.4,6.4,11.4,27.9,34.8,06037226002
Census Tract 2264.10; Los Angeles County; California,42861,13014.0,0.4023,1249,3579,4.25,191,843,1581,302,0,128,124,1457,06,037,226410,22.7,19.1,0.0,8.1,7.8,34.9,06037226410
Census Tract 2264.20; Los Angeles County; California,41804,15988.0,0.4492,1487,5306,4.07,248,1303,2217,446,22,228,43,2174,06,037,226420,19.0,20.1,1.0,10.3,1.9,28.0,06037226420
Census Tract 2267.01; Los Angeles County; California,76071,19450.0,0.4084,553,2846,4.58,25,622,1426,197,20,56,163,1263,06,037,226701,4.0,13.8,1.4,3.9,11.4,19.4,06037226701
Census Tract 2267.02; Los Angeles County; California,61862,19511.0,0.4614,1292,4285,4.91,103,872,2056,322,0,136,328,1728,06,037,226702,11.8,15.7,0.0,6.6,16.0,30.2,06037226702
Census Tract 2270.10; Los Angeles County; California,48688,14715.0,0.3497,1279,4550,4.16,107,1092,1626,194,38,110,57,1569,06,037,227010,9.8,11.9,2.3,6.8,3.5,28.1,06037227010
Census Tract 2270.20; Los Angeles County; California,61615,18022.0,0.3532,518,3529,4.59,31,766,1626,205,0,32,104,1522,06,037,227020,4.0,12.6,0.0,2.0,6.4,14.7,06037227020
Census Tract 2281; Los Angeles County; California,65086,16733.0,0.435,1446,5158,4.36,62,1182,2306,222,0,70,78,2228,06,037,228100,5.2,9.6,0.0,3.0,3.4,28.0,06037228100
Census Tract 2282.10; Los Angeles County; California,48542,15352.0,0.4058,1014,4119,4.11,134,1001,1731,232,23,128,73,1658,06,037,228210,13.4,13.4,1.3,7.4,4.2,24.6,06037228210
Census Tract 2282.20; Los Angeles County; California,53750,16541.0,0.4571,1459,4584,4.62,146,973,1952,281,12,143,81,1871,06,037,228220,15.0,14.4,0.6,7.3,4.1,31.8,06037228220
Census Tract 2283.10; Los Angeles County; California,39770,16224.0,0.4844,1263,4506,4.14,219,1085,1775,275,14,64,66,1709,06,037,228310,20.2,15.5,0.8,3.6,3.7,28.0,06037228310
Census Tract 2283.20; Los Angeles County; California,51039,14535.0,0.3489,981,3351,4.53,51,740,1336,156,18,37,40,1296,06,037,228320,6.9,11.7,1.3,2.8,3.0,29.3,06037228320
Census Tract 2284.10; Los Angeles County; California,47870,27729.0,0.6546,852,3372,4.71,51,716,1339,277,29,90,0,1339,06,037,228410,7.1,20.7,2.2,6.7,0.0,25.3,06037228410
Census Tract 2284.20; Los Angeles County; California,82798,19633.0,0.39,730,3165,4.75,98,667,1551,214,0,41,37,1514,06,037,228420,14.7,13.8,0.0,2.6,2.4,23.1,06037228420
Census Tract 2285; Los Angeles County; California,43616,18736.0,0.5526,2241,5069,4.37,156,1157,1916,216,0,22,121,1795,06,037,228500,13.5,11.3,0.0,1.1,6.3,44.2,06037228500
Census Tract 2286; Los Angeles County; California,44902,15590.0,0.4141,1587,5006,4.63,171,1079,2083,222,12,49,54,2029,06,037,228600,15.8,10.7,0.6,2.4,2.6,31.7,06037228600
Census Tract 2287.10; Los Angeles County; California,47227,18795.0,0.4134,1147,4147,3.95,116,1045,1935,239,79,59,48,1887,06,037,228710,11.1,12.4,4.1,3.0,2.5,27.7,06037228710
Census Tract 2287.20; Los Angeles County; California,56184,15854.0,0.3845,1238,4800,4.26,120,1126,2021,232,0,111,43,1978,06,037,228720,10.7,11.5,0.0,5.5,2.1,25.8,06037228720
Census Tract 2288; Los Angeles County; California,53897,18934.0,0.4166,1332,5347,4.18,165,1278,2514,486,0,39,0,2514,06,037,228800,12.9,19.3,0.0,1.6,0.0,24.9,06037228800
Census Tract 2289; Los Angeles County; California,32969,17014.0,0.5319,939,2967,3.39,152,874,1072,121,0,73,21,1051,06,037,228900,17.4,11.3,0.0,6.8,2.0,31.6,06037228900
Census Tract 2291; Los Angeles County; California,64464,18930.0,0.417,1250,4635,4.23,253,1097,2120,409,4,0,112,2008,06,037,229100,23.1,19.3,0.2,0.0,5.3,27.0,06037229100
Census Tract 2292; Los Angeles County; California,48421,16277.0,0.4,894,4427,3.67,121,1204,2056,236,25,53,19,2037,06,037,229200,10.0,11.5,1.2,2.6,0.9,20.2,06037229200
Census Tract 2293; Los Angeles County; California,55161,15419.0,0.3962,1425,5973,4.29,210,1381,2349,395,18,172,17,2332,06,037,229300,15.2,16.8,0.8,7.3,0.7,23.9,06037229300
Census Tract 2294.10; Los Angeles County; California,60075,16135.0,0.4353,828,3932,4.7,95,835,1679,47,0,158,54,1625,06,037,229410,11.4,2.8,0.0,9.4,3.2,21.1,06037229410
Census Tract 2294.20; Los Angeles County; California,53977,16690.0,0.4155,1298,4320,4.19,159,1031,1882,238,0,41,42,1840,06,037,229420,15.4,12.6,0.0,2.2,2.2,30.0,06037229420
Census Tract 2311; Los Angeles County; California,41989,12485.0,0.424,1645,3809,3.92,207,687,1301,335,0,55,43,1258,06,037,231100,30.1,25.7,0.0,4.2,3.3,43.2,06037231100
Census Tract 2312.10; Los Angeles County; California,41006,17101.0,0.4542,1580,4279,3.6,157,1184,1834,285,20,0,46,1788,06,037,231210,13.3,15.5,1.1,0.0,2.5,36.9,06037231210
Census Tract 2312.20; Los Angeles County; California,33458,21517.0,0.6003,1181,4353,3.08,502,1393,1334,167,0,25,113,1221,06,037,231220,36.0,12.5,0.0,1.9,8.5,27.1,06037231220
Census Tract 2313.01; Los Angeles County; California,56875,22940.0,0.3804,333,2479,3.13,108,788,1216,104,38,25,91,1125,06,037,231301,13.7,8.6,3.1,2.1,7.5,13.4,06037231301
Census Tract 2313.02; Los Angeles County; California,57314,27877.0,0.421,197,3117,3.76,62,820,1504,74,0,31,167,1337,06,037,231302,7.6,4.9,0.0,2.1,11.1,6.3,06037231302
Census Tract 2314; Los Angeles County; California,58973,24632.0,0.493,1301,5195,3.42,235,1517,2079,207,0,1,224,1855,06,037,231400,15.5,10.0,0.0,0.0,10.8,25.0,06037231400
Census Tract 2315; Los Angeles County; California,77083,31444.0,0.4851,767,5135,3.45,147,1486,2493,251,0,0,214,2279,06,037,231500,9.9,10.1,0.0,0.0,8.6,14.9,06037231500
Census Tract 2316.01; Los Angeles County; California,75131,28856.0,0.439,345,2448,3.28,41,738,1376,157,0,0,110,1266,06,037,231601,5.6,11.4,0.0,0.0,8.0,14.1,06037231601
Census Tract 2316.02; Los Angeles County; California,85273,30532.0,0.3575,208,2048,3.2,10,630,1124,94,0,27,37,1087,06,037,231602,1.6,8.4,0.0,2.4,3.3,10.2,06037231602
Census Tract 2316.03; Los Angeles County; California,45037,18026.0,0.4352,964,2788,3.68,123,745,1093,219,0,28,30,1063,06,037,231603,16.5,20.0,0.0,2.6,2.7,34.6,06037231603
Census Tract 2317.10; Los Angeles County; California,44347,16741.0,0.4466,1110,4303,3.65,288,1171,1927,305,8,39,94,1833,06,037,231710,24.6,15.8,0.4,2.0,4.9,25.8,06037231710
Census Tract 2317.20; Los Angeles County; California,47012,18693.0,0.4788,1785,5257,3.59,410,1464,2468,503,0,57,282,2186,06,037,231720,28.0,20.4,0.0,2.3,11.4,34.0,06037231720
Census Tract 2318; Los Angeles County; California,44025,15867.0,0.38,1518,5258,3.67,258,1431,2279,416,41,38,70,2209,06,037,231800,18.0,18.3,1.8,1.7,3.1,28.9,06037231800
Census Tract 2319.01; Los Angeles County; California,49271,21649.0,0.4563,569,2867,3.84,143,737,1599,222,0,27,22,1577,06,037,231901,19.4,13.9,0.0,1.7,1.4,19.8,06037231901
Census Tract 2319.02; Los Angeles County; California,43523,13178.0,0.4055,1379,3255,4.03,139,790,1209,273,0,79,72,1137,06,037,231902,17.6,22.6,0.0,6.5,6.0,42.4,06037231902
Census Tract 2321.10; Los Angeles County; California,51875,17514.0,0.4582,873,3378,4.01,163,824,1378,186,42,28,40,1338,06,037,232110,19.8,13.5,3.0,2.0,2.9,25.8,06037232110
Census Tract 2321.20; Los Angeles County; California,52156,16418.0,0.3628,1322,5308,3.59,250,1469,2073,227,11,28,66,2007,06,037,232120,17.0,11.0,0.5,1.4,3.2,24.9,06037232120
Census Tract 2322; Los Angeles County; California,62292,21332.0,0.4393,703,3638,3.98,193,861,1313,141,0,13,85,1228,06,037,232200,22.4,10.7,0.0,1.0,6.5,19.3,06037232200
Census Tract 2323; Los Angeles County; California,74022,34134.0,0.5653,825,4992,4.13,105,1198,2482,159,0,21,205,2277,06,037,232300,8.8,6.4,0.0,0.8,8.3,16.5,06037232300
Census Tract 2324.01; Los Angeles County; California,67962,22229.0,0.3676,534,3968,3.43,92,1104,1763,138,0,6,70,1693,06,037,232401,8.3,7.8,0.0,0.3,4.0,13.5,06037232401
Census Tract 2324.02; Los Angeles County; California,42465,27400.0,0.538,732,3095,3.16,73,963,1375,186,0,0,123,1252,06,037,232402,7.6,13.5,0.0,0.0,8.9,23.7,06037232402
Census Tract 2325; Los Angeles County; California,63750,26727.0,0.4653,727,4736,3.1,227,1506,2218,273,0,31,277,1941,06,037,232500,15.1,12.3,0.0,1.4,12.5,15.4,06037232500
Census Tract 2326.01; Los Angeles County; California,53587,20590.0,0.3459,254,1772,3.39,86,522,907,123,0,10,16,891,06,037,232601,16.5,13.6,0.0,1.1,1.8,14.3,06037232601
Census Tract 2326.02; Los Angeles County; California,75741,22578.0,0.4305,1063,5552,4.11,189,1346,2244,196,0,12,116,2128,06,037,232602,14.0,8.7,0.0,0.5,5.2,19.1,06037232602
Census Tract 2327.01; Los Angeles County; California,76316,21041.0,0.4875,484,2502,4.54,67,538,1021,53,0,39,71,950,06,037,232701,12.5,5.2,0.0,3.8,7.0,19.3,06037232701
Census Tract 2327.02; Los Angeles County; California,67438,19333.0,0.4476,672,4676,4.53,99,1007,2191,275,0,15,88,2103,06,037,232702,9.8,12.6,0.0,0.7,4.0,14.4,06037232702
Census Tract 2328; Los Angeles County; California,55750,19114.0,0.4992,1059,4426,4.73,152,936,1945,119,53,48,44,1901,06,037,232800,16.2,6.1,2.7,2.5,2.3,23.9,06037232800
Census Tract 2340.01; Los Angeles County; California,72743,43748.0,0.4356,260,2379,2.4,106,977,1117,133,0,0,149,968,06,037,234001,10.8,11.9,0.0,0.0,13.3,10.9,06037234001
Census Tract 2340.02; Los Angeles County; California,58792,28318.0,0.4586,651,3030,2.81,32,1073,1525,194,0,1,122,1403,06,037,234002,3.0,12.7,0.0,0.1,8.0,21.5,06037234002
Census Tract 2342; Los Angeles County; California,75625,55313.0,0.556,280,2569,2.26,32,1132,1022,76,0,5,82,940,06,037,234200,2.8,7.4,0.0,0.5,8.0,10.9,06037234200
Census Tract 2343.01; Los Angeles County; California,42295,49876.0,0.5344,192,1684,1.69,139,999,803,39,0,0,330,473,06,037,234301,13.9,4.9,0.0,0.0,41.1,11.4,06037234301
Census Tract 2343.02; Los Angeles County; California,45000,32542.0,0.4212,439,2441,1.74,125,1402,1213,76,0,37,110,1103,06,037,234302,8.9,6.3,0.0,3.1,9.1,18.0,06037234302
Census Tract 2345.01; Los Angeles County; California,93056,33952.0,0.4164,200,2901,3.24,60,878,1212,16,0,11,70,1142,06,037,234501,6.8,1.3,0.0,0.9,5.8,6.9,06037234501
Census Tract 2345.02; Los Angeles County; California,31225,29314.0,0.5477,609,2772,2.4,239,1125,998,13,0,0,208,790,06,037,234502,21.2,1.3,0.0,0.0,20.8,22.0,06037234502
Census Tract 2346; Los Angeles County; California,71406,32380.0,0.4658,700,4885,2.94,244,1621,2081,97,0,24,134,1947,06,037,234600,15.1,4.7,0.0,1.2,6.4,14.3,06037234600
Census Tract 2347; Los Angeles County; California,67928,31093.0,0.4755,795,3700,2.97,125,1241,1547,67,0,2,109,1438,06,037,234700,10.1,4.3,0.0,0.1,7.0,21.5,06037234700
Census Tract 2348; Los Angeles County; California,66696,28679.0,0.4067,345,3424,3.0,103,1139,1533,131,0,0,107,1426,06,037,234800,9.0,8.5,0.0,0.0,7.0,10.1,06037234800
Census Tract 2349.01; Los Angeles County; California,46330,25368.0,0.4465,785,2954,2.17,340,1250,1273,215,0,0,43,1230,06,037,234901,27.2,16.9,0.0,0.0,3.4,26.6,06037234901
Census Tract 2349.02; Los Angeles County; California,26484,21665.0,0.5505,1067,4558,2.17,810,2016,1783,391,0,0,23,1760,06,037,234902,40.2,21.9,0.0,0.0,1.3,23.4,06037234902
Census Tract 2351; Los Angeles County; California,96108,50205.0,0.4602,432,4074,2.33,86,1749,1908,27,0,23,415,1493,06,037,235100,4.9,1.4,0.0,1.2,21.8,10.6,06037235100
Census Tract 2352.01; Los Angeles County; California,62349,27309.0,0.5014,552,2847,2.88,78,969,1075,21,0,46,170,905,06,037,235201,8.0,2.0,0.0,4.3,15.8,19.4,06037235201
Census Tract 2352.02; Los Angeles County; California,32143,25108.0,0.5573,1142,3888,2.29,375,1688,1481,292,33,21,51,1430,06,037,235202,22.2,19.7,2.2,1.4,3.4,29.4,06037235202
Census Tract 2360.01; Los Angeles County; California,109598,65271.0,0.4138,246,4207,2.15,133,1961,2303,67,0,57,410,1893,06,037,236001,6.8,2.9,0.0,2.5,17.8,5.8,06037236001
Census Tract 2361.01; Los Angeles County; California,32104,30113.0,0.5529,617,2421,1.88,409,1274,884,69,0,0,81,803,06,037,236101,32.1,7.8,0.0,0.0,9.2,25.5,06037236101
Census Tract 2361.02; Los Angeles County; California,56974,44722.0,0.4594,626,3573,1.93,247,1849,1953,321,190,13,214,1739,06,037,236102,13.4,16.4,9.7,0.7,11.0,17.5,06037236102
Census Tract 2362.03; Los Angeles County; California,31762,17907.0,0.4378,1227,3727,2.51,260,1484,1449,143,56,12,78,1371,06,037,236203,17.5,9.9,3.9,0.8,5.4,32.9,06037236203
Census Tract 2362.04; Los Angeles County; California,40525,20546.0,0.4304,720,2968,2.48,281,1199,1422,240,8,77,89,1333,06,037,236204,23.4,16.9,0.6,5.4,6.3,24.3,06037236204
Census Tract 2362.05; Los Angeles County; California,27727,15903.0,0.4969,1157,3421,2.72,413,1260,1449,313,0,0,136,1313,06,037,236205,32.8,21.6,0.0,0.0,9.4,33.8,06037236205
Census Tract 2362.06; Los Angeles County; California,53106,25583.0,0.3924,899,2983,2.33,192,1280,1286,232,0,0,141,1145,06,037,236206,15.0,18.0,0.0,0.0,11.0,30.1,06037236206
Census Tract 2364; Los Angeles County; California,103689,65267.0,0.4466,367,4551,2.19,172,2072,2505,234,26,32,310,2195,06,037,236400,8.3,9.3,1.0,1.3,12.4,8.1,06037236400
Census Tract 2371.01; Los Angeles County; California,46250,16922.0,0.4424,655,3827,3.99,183,959,1535,215,0,56,80,1455,06,037,237101,19.1,14.0,0.0,3.6,5.2,17.1,06037237101
